Customer_ID,Purchase_Date,Cover_Start_Date,Country,LOB,Property_Type,Property_Value,Claims_Count,Period_of_Cover_Years,Annual_Premium,Broker,Exposure,ROI,Loss_Ratio,Frequency,Severity,Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp,Period_of_Cover
bf69ae5e43ff25019e97c3013422b66a,2003-05-04,2003-07-19,Japan,Commercial,Industrial,873608,2,13,9782,Athena,3,-76,-81,1,803984,2022,8,2,23:47:11,37.32,141.1661,30.5,4.2,"23 km SE of Namie, Japan",1659484031,13
c4cbbd936c5a8cbc87c6619d455b0251,2018-10-11,2019-06-10,Japan,Private,Residential,637125,4,82,64168,Athena,1,-44,-60,4,926424,2022,8,2,06:25:13,32.3569,142.4082,10,4.3,"Izu Islands, Japan region",1659421513,18
36ec3a077b329fefc090f38c440a8cbb,2003-09-12,2004-06-07,Japan,Commercial,Public,828786,7,8,90649,Athena,1,81,-71,5,199100,2022,8,1,17:02:52,28.2401,142.7952,10,4.7,"Bonin Islands, Japan region",1659373372,24
b859cc49fd0a9105ec9571b331289740,1994-08-05,1994-09-25,Japan,Private,Public,720353,4,83,88004,Athena,5,55,-58,2,238081,2022,7,31,18:50:12,32.4831,142.4677,10,5.4,"Izu Islands, Japan region",1659293412,22
17f42c494cc5258efb27dea30df35cf7,1992-06-30,1993-06-15,Japan,Private,Industrial,643546,3,68,67619,Athena,4,79,-10,2,359429,2022,7,31,18:48:28,32.5903,142.4657,10,5,"Izu Islands, Japan region",1659293308,14
613148f59c901fc1d1489c6a9c8647f0,1993-10-29,1994-04-27,Japan,Commercial,Industrial,237918,7,11,20984,Athena,3,-17,77,3,978147,2022,7,31,16:09:57,32.4298,142.2609,10,4.6,"Izu Islands, Japan region",1659283797,30
dd7420077d675336ef35e49a7e5079ad,2020-07-12,2021-02-08,Japan,Private,Residential,264442,8,46,94886,Athena,1,-60,-23,1,629288,2022,7,31,16:07:53,32.6577,142.406,10,4.4,"Izu Islands, Japan region",1659283673,30
09810c45578ff92db3ab7d904a270602,2021-03-30,2021-06-15,Japan,Private,Industrial,206853,4,36,3528,Athena,5,48,-23,1,749426,2022,7,31,15:40:16,32.5076,142.3964,10,4.6,"Izu Islands, Japan region",1659282016,14
1eb22b4c4be0844036d1c82be739a474,2008-10-28,2008-12-06,Japan,Commercial,Industrial,442026,8,13,9143,Athena,4,4,-82,2,337865,2022,7,31,15:24:11,32.5322,142.4402,10,4.5,"Izu Islands, Japan region",1659281051,20
55fbd987584da21f5a0b4461d99157b8,1991-09-13,1992-06-18,Japan,Commercial,Industrial,431272,7,59,77575,Athena,2,89,25,5,524434,2022,7,31,14:51:49,32.4444,142.6038,10,4.4,"Izu Islands, Japan region",1659279109,12
f6ef113ab7805278520b1828c7235391,1997-11-27,1998-05-08,Japan,Commercial,Residential,197328,9,37,39319,Athena,1,88,87,2,338943,2022,7,31,14:47:09,32.4923,142.407,14.3,4.4,"Izu Islands, Japan region",1659278829,26
13fe6f45ad40a7005ce8398634d38de6,2020-05-11,2021-03-07,Japan,Commercial,Residential,857644,8,47,86562,Athena,1,-35,-78,3,234444,2022,7,31,14:44:44,32.5029,142.3213,10,4.4,"Izu Islands, Japan region",1659278684,20
6cbfca49d672fba1d69b9f08a492e725,2001-06-26,2002-02-11,Japan,Commercial,Industrial,322158,3,83,9558,Athena,4,-11,-56,5,791898,2022,7,31,14:43:57,32.5437,142.4883,10,4.7,"Izu Islands, Japan region",1659278637,15
facbb2379cfcc556500bf2fad500f3d0,1994-10-19,1995-06-24,Japan,Private,Residential,188915,10,8,23838,Athena,5,-9,-64,1,724715,2022,7,31,12:08:09,32.4798,142.4383,10,4.3,"Izu Islands, Japan region",1659269289,24
ced0dd7f6e4aa9ef1360628b6e8f90cf,2005-06-20,2006-04-05,Japan,Private,Public,571698,2,82,1665,Athena,5,28,-79,1,598386,2022,7,31,07:30:50,32.5274,142.4882,10,4.5,"Izu Islands, Japan region",1659252650,17
2e3e3e19ed9b20d03fab7e33f86da99e,2016-08-30,2016-10-15,Japan,Commercial,Industrial,84420,9,7,82400,Athena,2,55,-87,2,621767,2022,7,31,06:07:16,32.5286,142.4468,10,4.1,"Izu Islands, Japan region",1659247636,11
04c2693ad92ff99845117f611bb14c5a,2020-11-13,2021-01-15,Japan,Private,Industrial,337638,6,24,86687,Athena,4,26,-99,1,647202,2022,7,30,08:53:03,37.786,141.9061,41.2,4.1,"86 km ENE of Namie, Japan",1659171183,16
4e59a370018fc0e5c8b155b050f10767,2022-05-13,2022-07-19,Japan,Private,Industrial,431795,2,45,14158,Athena,5,-50,-93,4,551647,2022,7,30,00:55:38,42.5102,141.8417,121.9,4,"24 km SE of Tomakomai, Japan",1659142538,27
df32d47e7cfac4408bb657af6676ac1a,2005-10-08,2006-02-24,Japan,Private,Residential,27825,4,61,65890,Athena,4,98,59,2,605393,2022,7,29,21:17:24,32.7657,142.0354,10,4.8,"Izu Islands, Japan region",1659129444,27
4fc290fb0cbbee761074d000122ac8d6,2001-10-15,2002-04-04,Japan,Commercial,Residential,417645,10,4,16773,Athena,3,-67,35,4,497452,2022,7,29,20:42:27,32.512,142.312,10,4.7,"Izu Islands, Japan region",1659127347,22
45b5f566155e662dad65f433d6e9d0e0,2010-03-06,2010-10-29,Japan,Commercial,Public,59505,2,53,88390,Athena,3,79,-1,2,321349,2022,7,29,20:38:54,32.6533,142.3723,10,4.2,"Izu Islands, Japan region",1659127134,30
40d8e007c5b471a912a79808810c4168,1996-07-24,1997-06-07,Japan,Private,Industrial,258579,8,1,26851,Athena,2,-28,44,3,207044,2022,7,29,20:19:03,32.6476,142.3009,10,4.3,"Izu Islands, Japan region",1659125943,17
9173e1fa2644f4a35ad567ac694bb38a,2012-03-21,2012-04-21,Japan,Commercial,Residential,210493,2,23,48022,Athena,2,30,41,3,301124,2022,7,29,19:49:33,32.5202,142.3172,10,5.2,"Izu Islands, Japan region",1659124173,20
a2a69dd1953b97ba49bea0ea09a48f01,2018-01-23,2018-04-13,Japan,Commercial,Public,622854,2,58,14991,Athena,4,73,-13,3,130267,2022,7,29,19:22:38,32.5049,142.4704,10,4.3,"Izu Islands, Japan region",1659122558,11
5ffc6114589fb4689a5bba216b934d54,2017-11-25,2018-05-15,Japan,Private,Public,973487,7,54,33532,Athena,2,-10,79,4,878500,2022,7,29,18:21:12,32.447,142.2579,10,4.3,"Izu Islands, Japan region",1659118872,15
d4cc3f1cd7bf7bf173099a1a3c1d8f58,1997-10-28,1998-05-27,Japan,Private,Industrial,63901,3,43,73726,Athena,1,21,-12,4,886446,2022,7,29,18:16:33,32.4743,142.3981,10,4.6,"Izu Islands, Japan region",1659118593,27
019190c90e21da829c2d5462bbc58202,2013-09-02,2013-12-23,Japan,Commercial,Industrial,173991,1,46,27482,Athena,2,25,93,2,732557,2022,7,29,18:11:28,32.5469,142.3318,10,4.3,"Izu Islands, Japan region",1659118288,15
ede22c8bc3b5f9091b5800d08db1b9e8,2009-03-17,2009-09-01,Japan,Commercial,Industrial,399661,1,75,49371,Athena,5,-27,15,4,794337,2022,7,29,18:08:01,32.4162,142.3331,10,4.3,"Izu Islands, Japan region",1659118081,18
c766d173ad743f8fc795bab48b7389f6,2008-07-23,2009-05-22,Japan,Private,Industrial,343484,7,34,37181,Athena,5,-70,-33,5,45060,2022,7,29,18:07:12,32.4265,142.3121,10,4.3,"Izu Islands, Japan region",1659118032,30
6713c813ecc3162c5dd3ae4773a2bb8f,2007-06-04,2007-11-18,Japan,Private,Residential,710493,10,37,86025,Athena,4,-79,85,2,424339,2022,7,29,18:00:56,32.4897,142.2305,10,5.3,"Izu Islands, Japan region",1659117656,16
3f1bcae9f5f6f3759c0a1cba13c4a36f,2001-09-12,2002-05-05,Japan,Private,Industrial,147175,2,31,27556,Athena,4,-44,-55,1,165392,2022,7,29,17:53:49,32.5173,142.4217,10,4.1,"Izu Islands, Japan region",1659117229,25
3e7c60318fb52a269f2577f11f20db88,2005-07-13,2006-01-16,Japan,Private,Residential,451977,5,99,34810,Athena,5,56,-55,3,766790,2022,7,29,14:41:23,27.7925,143.0259,10,5,"Bonin Islands, Japan region",1659105683,27
89c3385b46d7160dc9acadaf46c02ea9,2007-03-01,2007-12-09,Japan,Private,Industrial,460384,2,12,53619,Athena,2,98,-90,4,726592,2022,7,29,14:40:34,34.5976,138.3499,230.3,4.2,"12 km E of ?yama, Japan",1659105634,9
b73160a91e56af8a6a5aab6c1de9a14b,2004-04-10,2005-04-03,Japan,Private,Industrial,947055,1,4,7669,Athena,3,-10,27,5,241423,2022,7,29,08:23:36,37.4938,144.4942,10,4.1,"298 km ESE of Ishinomaki, Japan",1659083016,23
bfd48d4a097a1d9e463fc04cfabfaf30,1993-05-25,1993-10-30,Japan,Commercial,Public,42436,3,24,39193,Athena,3,14,-78,1,50118,2022,7,29,02:34:03,29.6256,130.4406,53.1,4.3,"67 km S of Yudomari, Japan",1659062043,24
c8a20dcaa638d21e623258fc2513df02,2004-02-03,2004-09-24,Japan,Private,Public,43145,1,52,58391,Athena,3,17,67,4,169182,2022,7,28,23:27:03,32.39,142.7711,10,4.7,"Izu Islands, Japan region",1659050823,26
047e345d34114ee3695a08335b86b26a,1994-02-21,1995-01-02,Japan,Private,Public,938761,9,80,65753,Athena,5,-72,-23,2,610960,2022,7,28,22:55:33,32.4831,142.6092,10,4.4,"Izu Islands, Japan region",1659048933,13
846d70d600e947ec0b473dedd1f8d445,2019-01-17,2019-09-13,Japan,Commercial,Residential,222633,2,34,96000,Athena,2,30,-35,4,543581,2022,7,28,19:52:27,32.4751,142.4278,10,5.4,"Izu Islands, Japan region",1659037947,8
d9736a065d8423f02b90bab865785705,2020-07-03,2021-03-30,Japan,Commercial,Residential,460353,7,29,13226,Athena,3,-26,100,1,979982,2022,7,27,04:11:24,27.8177,142.9787,10,4.4,"Bonin Islands, Japan region",1658895084,19
551ce5ee774b98b302cb029d2b62855f,1999-04-27,2000-01-25,Japan,Commercial,Residential,399078,5,1,92324,Athena,3,17,87,4,801731,2022,7,26,15:34:52,40.1552,141.8917,39.6,4.4,"50 km SE of Hachinohe, Japan",1658849692,22
a66c2cb348aabbb034adbd5d6c98d2ff,1999-06-11,1999-06-26,Japan,Commercial,Residential,386798,1,81,94674,Athena,1,-8,28,2,467146,2022,7,26,14:24:09,23.4461,143.3519,35.2,4.4,"Volcano Islands, Japan region",1658845449,8
12c421bd6517c65a038b9f97a9d431da,2012-03-29,2012-05-05,Japan,Commercial,Residential,630078,1,39,1702,Athena,1,29,66,2,339532,2022,7,26,11:13:07,28.416,138.4887,529.9,4.4,"Bonin Islands, Japan region",1658833987,14
2de24656782b43cd77fc6be4cb799023,1998-08-06,1998-09-27,Japan,Private,Public,483603,7,68,78807,Athena,4,56,-77,2,921453,2022,7,26,02:13:24,27.9932,142.901,10,4.8,"Bonin Islands, Japan region",1658801604,18
5545d35e215b8008bf2934666c88f249,2002-02-05,2003-01-02,Japan,Commercial,Residential,212358,7,6,72624,Athena,3,90,-20,2,592536,2022,7,25,19:34:50,40.2172,141.4205,10,4.3,"11 km E of Ichinohe, Japan",1658777690,8
6ad9a5ae7e0c464f0e069f7d82a6b300,2006-04-22,2007-02-05,Japan,Private,Residential,452773,1,29,23861,Athena,1,-3,-82,2,718931,2022,7,25,11:58:36,27.8675,142.8393,10,4.4,"Bonin Islands, Japan region",1658750316,27
68e586ce8a0715287069edcc66420965,2001-01-28,2001-06-11,Japan,Private,Residential,946032,4,93,66583,Athena,4,-53,-52,2,226378,2022,7,24,08:29:52,36.0009,139.9332,55,4,"4 km WSW of Mitsukaid?, Japan",1658651392,8
f2db3e03761a639bbe2211693458e83a,2021-01-01,2021-08-24,Japan,Private,Public,661218,6,22,51815,Athena,5,-57,36,5,463364,2022,7,22,03:01:57,40.6088,141.3232,87.5,5.2,"10 km SSW of Misawa, Japan",1658458917,20
9ed23d9742a685865f2ecfe510170331,2019-11-30,2020-01-05,Japan,Private,Public,550222,3,51,16186,Athena,2,22,50,4,880446,2022,7,21,09:44:40,37.4947,141.7142,44.1,4.9,"63 km E of Namie, Japan",1658396680,6
eef599de31324e03e15f05b0998968f0,2020-12-16,2021-02-20,Japan,Commercial,Public,194750,9,36,41664,Athena,1,-61,51,1,613045,2022,7,20,23:50:31,37.5165,142.0377,36.6,4.5,"91 km E of Namie, Japan",1658361031,29
6c0821280d5fc778db1a43bba8b36c91,1999-12-23,2000-05-25,Japan,Commercial,Industrial,817983,7,7,2456,Athena,3,5,86,1,573158,2022,7,20,20:31:21,26.9235,130.1982,10,4.5,"174 km SSE of Naze, Japan",1658349081,25
13548bebe69c764b3eed4e35fc2acf58,2001-08-25,2002-02-11,Japan,Commercial,Industrial,85811,9,45,68576,Athena,3,-54,22,5,820424,2022,7,19,10:15:35,35.8655,141.1011,35,4.2,"28 km ENE of Hasaki, Japan",1658225735,21
56600548f06b8036b13fbd484a4a74ca,2006-07-07,2007-02-13,Japan,Commercial,Residential,984688,2,68,69841,Athena,3,-99,16,5,732505,2022,7,17,16:15:43,33.1012,141.9984,10,4.6,"274 km SE of Katsuura, Japan",1658074543,27
d50aa8ff63fd9e1a333f35c03805f40b,2000-11-05,2001-03-25,Japan,Private,Industrial,661925,8,60,72795,Athena,4,97,96,4,687600,2022,7,17,05:55:02,39.803,143.4149,31.5,4.1,"127 km E of Miyako, Japan",1658037302,12
c26cde07ac519a99fe3335014404f7e0,1998-12-16,1999-03-01,Japan,Commercial,Residential,446877,3,50,77088,Athena,4,87,90,3,175909,2022,7,16,23:45:46,33.5952,141.8296,10,4.4,"221 km SE of Katsuura, Japan",1658015146,10
7a9c978ad9bb89f75505052f5ace037f,2021-04-30,2021-12-07,Japan,Commercial,Industrial,549991,10,79,60469,Athena,2,74,10,5,276036,2022,7,16,23:36:20,33.6117,141.9585,14,4.2,"227 km SE of Katsuura, Japan",1658014580,14
57cbb26761b09e67445ad0881aea6850,2021-08-20,2022-04-23,Japan,Commercial,Residential,772772,5,43,12519,Athena,3,23,78,4,287611,2022,7,16,01:58:53,36.185,140.8905,80.3,4.5,"near the east coast of Honshu, Japan",1657936733,12
fd0b9ed7dd0e9b735d2ed142f0cb496a,2022-08-22,2022-12-02,Japan,Commercial,Public,602980,6,23,34393,Athena,4,-42,-4,4,781857,2022,7,15,22:25:31,40.4604,141.8914,70.6,4.4,"33 km E of Hachinohe, Japan",1657923931,22
ac36779a3baa64e9c232199d959b2a4f,2012-09-14,2012-09-23,Japan,Private,Industrial,673554,10,60,25290,Athena,1,-89,-88,1,579096,2022,7,14,02:56:32,42.7894,141.2371,138.2,4.5,"28 km NNW of Shiraoi, Japan",1657767392,12
dd748bdf9fbfc6a5392433a3ee2ae571,1995-05-02,1995-05-12,Japan,Commercial,Public,59935,4,86,85921,Athena,1,74,-51,1,100610,2022,7,13,21:17:55,34.7236,136.9963,336.2,4.3,"5 km ENE of Toyohama, Japan",1657747075,28
2799c62a1bcc3d1e837777dd6b1d53d0,1993-01-08,1993-10-25,Japan,Commercial,Industrial,719613,8,28,38549,Athena,3,-14,-40,5,429316,2022,7,13,20:34:12,34.1846,140.3605,67.1,4.3,"99 km SSE of Tateyama, Japan",1657744452,14
806e39c1aff6c4e88a5526aad26573f5,2006-03-19,2006-07-20,Japan,Commercial,Residential,923779,2,16,99565,Athena,3,-97,14,4,71325,2022,7,13,17:49:41,24.6177,141.6899,12.8,4.5,"Volcano Islands, Japan region",1657734581,19
95f58d46d710b2e697d5f80f2b77745a,2010-08-18,2011-05-16,Japan,Private,Residential,846475,2,55,75744,Athena,4,84,-83,3,140459,2022,7,12,03:08:55,33.2098,141.8283,10,4.7,"256 km SSE of Katsuura, Japan",1657595335,24
b2121419b3818e7f27e3e5f2c35fbdf1,1997-12-29,1998-07-14,Japan,Private,Residential,149290,2,88,84307,Athena,4,-82,-38,5,234692,2022,7,11,17:51:25,37.5608,141.474,61.4,4.1,"42 km ENE of Namie, Japan",1657561885,8
2f9f922d50dafbc1a27684d76266282a,2011-12-30,2012-11-21,Japan,Private,Industrial,858254,4,51,44418,Athena,4,-22,19,3,896115,2022,7,10,13:16:58,34.1582,142.2731,10,4.4,"210 km ESE of Katsuura, Japan",1657459018,22
161828b289f5a62d2a616898b81360b0,2007-09-01,2007-10-27,Japan,Private,Residential,53080,6,24,86826,Athena,2,-94,49,2,694285,2022,7,9,11:10:57,36.2837,142.0466,31.4,4.3,"125 km ENE of Hasaki, Japan",1657365057,11
c7b1decd0eeaf2901add4f1b6984515d,2016-12-29,2017-10-12,Japan,Private,Residential,454671,2,45,32642,Athena,4,46,-92,4,49582,2022,7,9,03:28:55,43.3532,145.4866,88.2,4.3,"7 km WNW of Nemuro, Japan",1657337335,20
f5501a2b3299b36806ea298c7f51be32,1996-02-04,1996-03-24,Japan,Commercial,Public,844290,4,44,37271,Athena,5,73,-54,5,646115,2022,7,9,01:12:05,37.1495,141.2298,45,4.8,"32 km ENE of Iwaki, Japan",1657329125,16
84e52a0116b18096f803c1ed85305395,2018-02-26,2018-06-24,Japan,Private,Industrial,821272,2,27,65596,Athena,5,-76,-92,1,829617,2022,7,7,21:03:32,42.2069,144.9349,35,4,"96 km SSE of Kushiro, Japan",1657227812,13
4cf7ba109c5aa543f18c96e6c2b6e002,1992-03-22,1992-06-30,Japan,Private,Residential,10573,10,2,12714,Athena,3,22,38,3,223512,2022,7,7,10:33:19,33.9518,141.6333,10,4.5,"179 km SE of Katsuura, Japan",1657189999,26
b67d5f2dcfe5f0d8d1f309360886c583,1994-07-22,1994-08-24,Japan,Private,Public,857768,2,47,40546,Athena,5,62,2,4,875637,2022,7,7,08:03:03,37.7783,141.514,68.8,4.5,"55 km NE of Namie, Japan",1657180983,25
21b91426fa7b785b8cf76ad4c2f60f8b,2016-04-08,2017-03-12,Japan,Commercial,Public,888964,9,37,30460,Athena,5,-39,83,4,67293,2022,7,6,04:02:10,41.5698,141.8998,57,4.6,"65 km ENE of Mutsu, Japan",1657080130,11
a8fa22de6c6146a149657f26934d46b1,2000-02-27,2001-02-13,Japan,Private,Residential,949024,3,32,79957,Athena,4,50,-96,1,589384,2022,7,5,22:57:37,33.1747,141.985,10,4.8,"267 km SE of Katsuura, Japan",1657061857,11
aece5f0b1d814d4e9869ce0382d983f2,1997-12-25,1998-06-24,Japan,Private,Residential,410507,9,67,20015,Athena,3,-71,-62,1,42747,2022,7,5,22:20:57,33.21,142.0025,10,4.9,"265 km SE of Katsuura, Japan",1657059657,10
d6c8ab6cb56a2c10889e02a8890d13c0,1997-06-11,1998-06-11,Japan,Private,Industrial,97731,10,71,53623,Athena,5,73,-27,5,869450,2022,7,5,21:51:42,30.3365,130.7057,44.7,4.1,"7 km SE of Koseda, Japan",1657057902,14
7483b55a47b30c7c5021a5d7eba12c7f,2003-12-21,2004-10-18,Japan,Private,Public,238191,8,51,97699,Athena,3,22,75,3,681615,2022,7,5,20:10:25,38.4387,142.0407,72.3,5.3,"64 km E of Ishinomaki, Japan",1657051825,26
d3db53baf0e9b28e53e66d9f437e4593,1991-05-27,1991-09-05,Japan,Private,Public,499068,8,6,47942,Athena,2,-15,15,5,59501,2022,7,5,08:52:41,42.317,142.9476,60.6,4.7,"47 km E of Shizunai-furukawach?, Japan",1657011161,9
5aebf534d9446305bb0b647a42f49f07,2009-01-07,2009-05-05,Japan,Commercial,Residential,774484,7,94,22554,Athena,2,-59,-39,4,445162,2022,7,5,01:57:57,27.9184,142.9192,10,4.5,"Bonin Islands, Japan region",1656986277,18
2832bc532956a64b604dcf7abc8fbf98,2003-04-28,2003-05-22,Japan,Commercial,Public,658259,8,88,60273,Athena,4,52,83,4,120725,2022,7,5,00:51:18,34.3321,140.0409,87.5,4.6,"73 km SSE of Tateyama, Japan",1656982278,8
a97097a51e8dcc17cad542b016cd8dbc,1995-08-01,1996-02-24,Japan,Private,Residential,18129,5,65,89716,Athena,2,-95,55,3,241855,2022,7,4,22:31:06,22.7973,143.9798,35,4.3,"Volcano Islands, Japan region",1656973866,13
655735302bc074f9b3466fa65917579b,2010-05-23,2011-02-28,Japan,Commercial,Public,539505,6,49,66538,Athena,1,85,94,5,569811,2022,7,4,20:16:38,27.9149,140.2816,459.5,4.1,"Bonin Islands, Japan region",1656965798,13
ee7191ed982c5159f641e079baa2b02a,2007-01-08,2007-05-29,Japan,Commercial,Public,22531,9,3,68483,Athena,1,59,-17,1,420560,2022,7,2,18:49:59,33.1674,142.0614,18.3,4.9,"272 km SE of Katsuura, Japan",1656787799,12
ee876e6f1e85bd1e6139e7f615bf8e59,1991-11-24,1992-01-25,Japan,Commercial,Residential,693751,9,75,36053,Athena,4,23,-75,2,151018,2022,7,2,12:53:31,33.1734,141.9893,10,4.9,"267 km SE of Katsuura, Japan",1656766411,5
6da0060c175966c1dd3776c294223e99,2017-01-26,2017-12-15,Japan,Commercial,Residential,670488,7,57,82039,Athena,3,36,-77,1,971248,2022,7,2,01:59:45,45.8891,142.0717,309,5.9,"60 km NNE of Makubetsu, Japan",1656727185,16
1ed8246e161f0627981081339df973b0,1994-02-20,1994-11-09,Japan,Commercial,Industrial,696531,7,98,23452,Athena,3,27,56,4,247115,2022,6,30,12:53:15,31.148,129.1796,52.9,4.2,"109 km W of Makurazaki, Japan",1656593595,8
6ea0db15d40c0210b06600b2519ca411,2021-03-23,2021-10-11,Japan,Private,Industrial,653821,8,1,31801,Athena,4,50,-54,2,327937,2022,6,30,05:14:56,30.8563,131.3634,29.2,4.6,"37 km ENE of Nishinoomote, Japan",1656566096,15
74c7cc7c68a6c55a7d2400e5344ecb42,2009-03-03,2009-11-09,Japan,Commercial,Industrial,514723,8,88,56379,Athena,1,-91,60,5,247427,2022,6,30,03:58:59,39.1363,141.987,55.9,4.4,"18 km SSE of Kamaishi, Japan",1656561539,11
4aaff49f91cee841e5740f59553c2bd1,1995-12-13,1996-03-01,Japan,Commercial,Industrial,532014,7,23,59205,Athena,5,-82,-76,2,42867,2022,6,29,20:08:13,27.2332,140.2007,436.6,4,"Bonin Islands, Japan region",1656533293,5
9245a119259d4e158564c55399c61eaa,1997-05-31,1997-07-25,Japan,Private,Public,101194,3,75,34371,Athena,2,-26,-71,2,190905,2022,6,29,13:27:56,28.1435,131.2918,10,4.4,"179 km E of Naze, Japan",1656509276,14
d9a5e6c792db178accaefaf7a978b1b3,1995-03-07,1996-01-21,Japan,Private,Residential,315736,4,9,9458,Athena,2,75,92,2,169408,2022,6,29,10:55:26,28.4733,139.5136,439.2,4.1,"Bonin Islands, Japan region",1656500126,22
6ee316b3175b372b9e0a5a3ba155f096,2006-10-28,2007-04-03,Japan,Commercial,Residential,514067,2,27,91116,Athena,5,-34,16,2,625055,2022,6,28,14:57:14,31.495,139.8955,140,4.3,"Izu Islands, Japan region",1656428234,20
ccc9051b98cb735d41712acb549a5073,2019-07-07,2020-03-03,Japan,Commercial,Residential,326395,1,21,75172,Athena,5,88,89,3,560072,2022,6,28,14:00:24,25.7499,141.6475,294.7,4.3,"Volcano Islands, Japan region",1656424824,20
bce7bcb9c534e00214196abd505ef7ad,1990-11-08,1990-12-04,Japan,Commercial,Public,62817,3,95,42235,Athena,2,54,94,4,370714,2022,6,28,07:48:36,27.9999,143.0668,10,4.2,"Bonin Islands, Japan region",1656402516,18
90ddf1a069fa3d3e98e9237ab5fbabff,2015-05-17,2015-07-06,Japan,Commercial,Industrial,57754,7,71,95794,Athena,3,-27,72,4,34979,2022,6,27,20:03:04,38.5364,142.1554,45.8,4.9,"70 km SSE of ?funato, Japan",1656360184,19
7e9cf2dbf72bdf605c779966f453f745,1995-07-24,1995-08-16,Japan,Commercial,Residential,633276,3,79,96633,Athena,4,27,-27,4,165079,2022,6,27,04:57:54,43.3673,145.3738,92.2,4,"17 km WNW of Nemuro, Japan",1656305874,5
706f69a3f46dbe656597eaeb71c1c224,2004-03-06,2004-04-20,Japan,Private,Industrial,778440,4,62,81800,Athena,5,61,-89,1,245481,2022,6,26,21:34:35,31.1209,130.3929,154.4,4.5,"17 km SSE of Makurazaki, Japan",1656279275,17
6e77b79ccff650ee4c51e2d8380df3a8,1993-11-07,1994-08-22,Japan,Private,Industrial,791489,6,24,54080,Athena,4,84,94,2,349431,2022,6,25,22:25:21,33.372,142.1264,10,4.2,"257 km SE of Katsuura, Japan",1656195921,25
f671d44a0f5acb9033ccd2b4650d8ca2,1997-05-02,1997-08-03,Japan,Private,Industrial,882970,1,7,32888,Athena,2,42,-47,4,791580,2022,6,25,04:59:03,31.206,130.2637,153.6,4.2,"8 km SW of Makurazaki, Japan",1656133143,22
fde39f65ca271cd124aeaf887f0dfbf5,2021-05-26,2022-01-07,Japan,Private,Public,853190,2,83,7127,Athena,5,-21,-42,4,8108,2022,6,24,19:58:18,43.5635,145.5047,163.3,4,"27 km NNW of Nemuro, Japan",1656100698,18
fe9d1730ae57a7602c3af61121724bc7,2006-06-07,2007-03-28,Japan,Commercial,Public,742412,6,40,55874,Athena,4,31,-71,2,251195,2022,6,24,00:26:46,33.097,141.9594,10,4.6,"273 km SSE of Katsuura, Japan",1656030406,17
24fde724346a57672439a74fd5f60027,2005-05-19,2005-10-28,Japan,Commercial,Industrial,349333,6,53,68806,Athena,3,-22,71,5,774867,2022,6,23,08:06:38,27.9233,142.7763,10,4.9,"Bonin Islands, Japan region",1655971598,8
2d91822667b378cf3bcdaa787ead3035,1993-11-02,1994-05-01,Japan,Private,Industrial,303438,9,9,62398,Athena,5,68,-40,4,682567,2022,6,22,17:19:31,37.7824,141.8497,54.1,4.3,"near the east coast of Honshu, Japan",1655918371,5
8df32592ece3427e2b47a834ac44c658,2010-04-19,2010-12-11,Japan,Commercial,Residential,751118,9,30,30566,Athena,1,77,3,5,390747,2022,6,22,06:26:32,30.7269,132.0022,10,4.4,"95 km E of Nishinoomote, Japan",1655879192,23
8142e29b37d408f3e24f1a37bb28b8d2,2017-01-28,2017-02-10,Japan,Private,Industrial,418329,7,16,26755,Athena,2,-90,-30,3,689838,2022,6,22,04:54:21,37.2406,140.1622,106.3,4.4,"20 km WSW of Sukagawa, Japan",1655873661,24
e542c8e3385d2140c4a3d77f64dd3357,2016-11-19,2017-06-02,Japan,Private,Public,265419,5,10,52035,Athena,1,79,11,5,367664,2022,6,22,04:24:59,41.847,140.2227,171.2,4.3,"35 km W of Kamiiso, Japan",1655871899,7
354d57df653a405f41f62035e3dca4b5,1999-08-14,1999-10-22,Japan,Private,Residential,817412,2,47,78930,Athena,5,-90,100,3,707236,2022,6,21,13:27:10,27.8278,142.4459,25.5,4.2,"Bonin Islands, Japan region",1655818030,5
46ce4fa4a89e7993b11655e48b60c241,2012-03-27,2012-10-29,Japan,Commercial,Public,807462,9,64,92301,Athena,2,-90,-92,3,929681,2022,6,21,07:14:53,27.8963,142.7429,10,5.9,"Bonin Islands, Japan region",1655795693,19
bea11cb08b0c69a4eea462c36510880d,1992-07-14,1993-02-08,Japan,Commercial,Industrial,24177,7,37,37525,Athena,3,52,54,2,55224,2022,6,21,01:42:50,37.4763,137.2739,10,4.2,"54 km NNE of Nanao, Japan",1655775770,30
c43fe76ac72c06b148d616bea1829422,2007-08-23,2008-06-07,Japan,Commercial,Industrial,166685,9,26,18334,Athena,2,69,-52,1,169420,2022,6,20,01:31:33,37.4849,137.3302,5.7,4.9,"58 km NE of Nanao, Japan",1655688693,20
066a1ea390191b65d10c27a19d18c134,1997-09-08,1998-05-25,Japan,Private,Public,111272,6,97,1755,Athena,5,65,95,3,242224,2022,6,20,00:18:30,45.0739,141.988,49.2,4.2,"35 km SSE of Makubetsu, Japan",1655684310,18
